protein_Id	description	nrPeptides	fasta.id	Protein.Group.2	IDcolumn	CON	REV	modelName	contrast	diff	std.error	avgAbd	statistic	df	p.value	conf.low	conf.high	sigma	FDR
O43149	Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZZEF1 PE=1 SV=6	20	sp|O43149|ZZEF1_HUMAN	O43149	O43149	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.300714574081035	0.176464199629981	18.605395099677	1.64970390076413	9.1429929367117	0.132873900177243	-0.281056126794444	0.882485274956514	0.257788460627186	0.392285553390184
O43150	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ASAP2 PE=1 SV=3	6	sp|O43150|ASAP2_HUMAN	O43150	O43150	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.232801026108265	0.212405654964448	19.051105400983	1.13058947384328	9.1429929367117	0.287012529170779	-0.424377437449063	0.889979489665593	0.291202400228889	0.446309184919988
O43156	TELO2-interacting protein 1 homolog OS=Homo sapiens OX=9606 GN=TTI1 PE=1 SV=3	9	sp|O43156|TTI1_HUMAN	O43156	O43156	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.340883718045984	0.18313335132956	19.2139282747859	1.8272957817483	9.1429929367117	0.100408885899876	-0.254505240816225	0.936272676908193	0.263822847985539	0.392285553390184
O43159	Ribosomal RNA-processing protein 8 OS=Homo sapiens OX=9606 GN=RRP8 PE=1 SV=2	15	sp|O43159|RRP8_HUMAN	O43159	O43159	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.252839377780061	0.23647027238057	19.9822493259131	1.13656460975307	9.1429929367117	0.284631350151492	-0.457153437952362	0.962832193512485	0.314604971939275	0.444727265607059
O43164	E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens OX=9606 GN=PJA2 PE=1 SV=4	4	sp|O43164|PJA2_HUMAN	O43164	O43164	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.047530052750965	0.181225350012407	18.4272271256909	-0.256469861650824	9.1429929367117	0.80326587247695	-0.639003603733677	0.543943498231748	0.26208789129476	0.858985647556494
O43166	Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4	1	sp|O43166|SI1L1_HUMAN	O43166	O43166	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0275997984413779	0.112604656633141	19.0299538265212	0.189944642344548	9.1429929367117	0.853502773573748	-0.436148396812649	0.491347993695405	0.205491498958727	0.899655929442549
O43169	Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3	5	sp|O43169|CYB5B_HUMAN	O43169	O43169	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.775993336477887	0.447699247483499	22.525557325388	-2.04261372242292	9.1429929367117	0.0709747267468131	-1.98847482555401	0.436488152598238	0.537262767165019	0.392285553390184
O43172	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2	20	sp|O43172|PRP4_HUMAN	O43172	O43172	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.259265477815182	0.174897554066696	21.0119652671263	1.43011140085682	9.1429929367117	0.1859559720668	-0.319334208700979	0.837865164331342	0.256383352207176	0.394991376498651
O43175	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4	18	sp|O43175|SERA_HUMAN	O43175	O43175	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0565933359411564	0.0894304827908721	21.3694356286273	0.421343832907156	9.1429929367117	0.683236831029929	-0.372085480617168	0.485272152499481	0.189951903830419	0.765364755721489
O43181	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS4 PE=1 SV=1	3	sp|O43181|NDUS4_HUMAN	O43181	O43181	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.346824667345054	0.217253479741634	21.6280095956793	1.65783007280173	9.1429929367117	0.131200549192952	-0.320862970194889	1.014512304885	0.295859121131755	0.392285553390184
O43194	G-protein coupled receptor 39 OS=Homo sapiens OX=9606 GN=GPR39 PE=1 SV=1	1	sp|O43194|GPR39_HUMAN	O43194	O43194	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.128540924710796	0.221028001629552	18.8329469566664	-0.606947115634646	9.1429929367117	0.558655104432286	-0.804458809747018	0.547376960325426	0.299506026741566	0.661882736930136
O43237	Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1	15	sp|O43237|DC1L2_HUMAN	O43237	O43237	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0769830778443367	0.0739259432140533	20.3490833222877	0.601526498940636	9.1429929367117	0.56210570970375	-0.331471602409591	0.485437758098264	0.180990385215646	0.664928732935944
O43242	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2	29	sp|O43242|PSMD3_HUMAN	O43242	O43242	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.291584433109311	0.203431513930146	22.1857393297314	1.45882557176174	9.1429929367117	0.178095253535689	-0.346332803836327	0.929501670054949	0.282667556603133	0.39407593178187
O43251	RNA binding protein fox-1 homolog 2 OS=Homo sapiens OX=9606 GN=RBFOX2 PE=1 SV=3	7	sp|O43251|RFOX2_HUMAN	O43251	O43251	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.11833010223381	0.156504290816466	20.6179984061978	-0.696468522643057	9.1429929367117	0.503455622399695	-0.660577051078044	0.423916846610424	0.240275087782846	0.616588815546472
O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens OX=9606 GN=PAPSS1 PE=1 SV=2	17	sp|O43252|PAPS1_HUMAN	O43252	O43252	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.362534109894581	0.192248396280564	20.9012656883703	1.88353798871587	9.1429929367117	0.0917708786466965	-0.251762135437316	0.976830355226478	0.272200857167375	0.392285553390184
O43264	Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3	17	sp|O43264|ZW10_HUMAN	O43264	O43264	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.360158125980951	0.22952876447404	20.0328163463708	1.6548655072998	9.1429929367117	0.131808792000566	-0.334440442838123	1.05475669480003	0.30778362598917	0.392285553390184
O43286	Beta-1,4-galactosyltransferase 5 OS=Homo sapiens OX=9606 GN=B4GALT5 PE=1 SV=1	3	sp|O43286|B4GT5_HUMAN	O43286	O43286	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0633622013417689	0.128966726120065	19.0427728703815	0.41151888845267	9.1429929367117	0.69017161565777	-0.428047644321417	0.554772047004955	0.217748655028384	0.770974959165814
O43290	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1	26	sp|O43290|SNUT1_HUMAN	O43290	O43290	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.153519382959909	0.131175326345138	20.6537404617679	0.989227936330395	9.1429929367117	0.348006851002955	-0.34178276777994	0.648821533699758	0.219473374634397	0.490875100015157
O43291	Kunitz-type protease inhibitor 2 OS=Homo sapiens OX=9606 GN=SPINT2 PE=1 SV=2	7	sp|O43291|SPIT2_HUMAN	O43291	O43291	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.00883808972496513	0.117197340173733	19.8102887737124	-0.0598508895536141	9.1429929367117	0.95356222279284	-0.480131282326299	0.462455102876369	0.208834763321596	0.966922611664881
O43292	Glycosylphosphatidylinositol anchor attachment 1 protein OS=Homo sapiens OX=9606 GN=GPAA1 PE=1 SV=3	5	sp|O43292|GPAA1_HUMAN	O43292	O43292	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.286633917347609	0.205011293731595	20.106560380859	1.42651768401314	9.1429929367117	0.186960620518957	-0.354655081106794	0.927922915802013	0.284161618108188	0.394991376498651
O43293	Death-associated protein kinase 3 OS=Homo sapiens OX=9606 GN=DAPK3 PE=1 SV=1	7	sp|O43293|DAPK3_HUMAN	O43293	O43293	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.177627114043385	0.125916867396203	19.7697403145324	1.16625192496007	9.1429929367117	0.273031983333906	-0.308466881374978	0.663721109461749	0.215393148211909	0.437764926377695
O43294	Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens OX=9606 GN=TGFB1I1 PE=1 SV=2	9	sp|O43294|TGFI1_HUMAN	O43294	O43294	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.548956697033888	0.516348374128186	18.6378349851067	-1.26689562028216	9.1429929367117	0.236511712178826	-1.93188805097097	0.833974656903191	0.612790820073998	0.41490179936889
O43301	Heat shock 70 kDa protein 12A OS=Homo sapiens OX=9606 GN=HSPA12A PE=1 SV=2	16	sp|O43301|HS12A_HUMAN	O43301	O43301	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.288096912369928	0.170031768288998	20.1271175219976	1.61646191619519	9.1429929367117	0.139921785053266	-0.280725234242856	0.856919058982713	0.252050825738209	0.392285553390184
O43303	Centriolar coiled-coil protein of 110 kDa OS=Homo sapiens OX=9606 GN=CCP110 PE=1 SV=3	2	sp|O43303|CP110_HUMAN	O43303	O43303	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.442300637588955	0.485214722475281	18.8135760426431	1.08138020879378	9.1429929367117	0.30722409539169	-0.863096087096741	1.74769736227465	0.578434444460831	0.459667101285862
O43306	Adenylate cyclase type 6 OS=Homo sapiens OX=9606 GN=ADCY6 PE=1 SV=2	2	sp|O43306|ADCY6_HUMAN	O43306	O43306	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.722507927906124	0.59498701006333	18.645371242418	1.49319332741479	8.1429929367117	0.173083357570857	-0.733964778458025	2.17898063427027	0.633531450262056	0.393863368880457
O43310	CBP80/20-dependent translation initiation factor OS=Homo sapiens OX=9606 GN=CTIF PE=1 SV=1	6	sp|O43310|CTIF_HUMAN	O43310	O43310	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0599641401306807	0.0644273046274937	19.6473793401746	0.481389734139826	9.1429929367117	0.641551815053358	-0.337591716881434	0.457519997142795	0.176161006799155	0.730456401306777
O43314	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=PPIP5K2 PE=1 SV=3	15	sp|O43314|VIP2_HUMAN	O43314	O43314	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.233058133224399	0.152305173695101	19.1762251463027	1.3924134783541	9.1429929367117	0.196729851743398	-0.301136370318757	0.767252636767555	0.236706968117614	0.397271989892051
O43318	Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens OX=9606 GN=MAP3K7 PE=1 SV=1	9	sp|O43318|M3K7_HUMAN	O43318	O43318	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.49523195404601	0.29914802902085	19.5602103503166	-1.85181624033009	9.1429929367117	0.0965534547173102	-1.3487528161188	0.358288908026783	0.378203695744431	0.392285553390184
O43324	Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1	10	sp|O43324|MCA3_HUMAN	O43324	O43324	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.836540805022489	0.394163007398918	22.5887852473238	-2.46952287107356	9.1429929367117	0.0352095696938399	-1.91766963218137	0.244588022136392	0.479059078900943	0.392285553390184
O43353	Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=RIPK2 PE=1 SV=2	10	sp|O43353|RIPK2_HUMAN	O43353	O43353	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.132035930379257	0.132727479213074	18.5065515189835	-0.846087162855872	9.1429929367117	0.419096626242206	-0.630094474090063	0.366022613331549	0.220694760138682	0.548502183210028
O43379	WD repeat-containing protein 62 OS=Homo sapiens OX=9606 GN=WDR62 PE=1 SV=4	14	sp|O43379|WDR62_HUMAN	O43379	O43379	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.1400561898046	0.120854829670666	19.0090395683122	0.936263255397872	9.1429929367117	0.373207088824104	-0.337371603937699	0.617483983546899	0.211553066911501	0.510234691573629
O43390	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	27	sp|O43390|HNRPR_HUMAN	O43390	O43390	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.216059414118988	0.207929173683029	22.7131619314819	1.06490562294573	9.1429929367117	0.314232342672716	-0.431478861025788	0.863597689263764	0.286930735589732	0.464217725776871
O43395	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2	18	sp|O43395|PRPF3_HUMAN	O43395	O43395	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0387385778384105	0.0581181580546205	20.9872176228505	0.316204598522399	9.1429929367117	0.758946962776273	-0.352263316642506	0.429740472319327	0.173256879950926	0.823989177747683
O43396	Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3	16	sp|O43396|TXNL1_HUMAN	O43396	O43396	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0392978923862511	0.0599310443380899	21.8837336255192	0.319279714811406	9.1429929367117	0.756688764821268	-0.35352908237115	0.432124867143653	0.174065591414546	0.82219352612667
O43399	Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2	15	sp|O43399|TPD54_HUMAN	O43399	O43399	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.77093716446596	0.419977829872115	22.8605967409838	-2.15029602112419	9.1429929367117	0.0595417921431878	-1.9151955428448	0.373321213912883	0.507032419264404	0.392285553390184
O43402	ER membrane protein complex subunit 8 OS=Homo sapiens OX=9606 GN=EMC8 PE=1 SV=1	11	sp|O43402|EMC8_HUMAN	O43402	O43402	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.824755248642156	0.417234816104986	20.5998944090467	-2.31401030314983	9.1429929367117	0.0455061313302336	-1.96228606276065	0.312775565476341	0.504051367740436	0.392285553390184
O43414	ERI1 exoribonuclease 3 OS=Homo sapiens OX=9606 GN=ERI3 PE=1 SV=2	7	sp|O43414|ERI3_HUMAN	O43414	O43414	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.341173278537447	0.292299292829518	19.3024887301541	-1.30013651015631	9.1429929367117	0.225371696230217	-1.17868216699942	0.496335609924525	0.371108628869243	0.409875654384657
O43422	52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens OX=9606 GN=THAP12 PE=1 SV=2	2	sp|O43422|P52K_HUMAN	O43422	O43422	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0448096231157916	0.397094086872667	18.2878841845125	0.132960414090075	8.1429929367117	0.897451797710462	-0.969626501803284	1.05924574803487	0.441255909987179	0.930019801199098
O43427	Acidic fibroblast growth factor intracellular-binding protein OS=Homo sapiens OX=9606 GN=FIBP PE=1 SV=3	7	sp|O43427|FIBP_HUMAN	O43427	O43427	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.143949241381002	0.101822883501253	19.7419361115184	1.02830828548734	9.1429929367117	0.330239616691364	-0.302826326576572	0.590724809338575	0.197970756753993	0.475345171015861
O43432	Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2	19	sp|O43432|IF4G3_HUMAN	O43432	O43432	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.168913692442141	0.15046298719348	19.3992922176091	1.01583826859542	9.1429929367117	0.335832987876062	-0.361779670704822	0.699607055589104	0.235155577523663	0.480679952981453
O43447	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1	10	sp|O43447|PPIH_HUMAN	O43447	O43447	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.478250834996655	0.234067471411323	21.0738328363373	-2.16613432130061	9.1429929367117	0.0580179868154949	-1.18290126871934	0.226399598726032	0.312237708630381	0.392285553390184
O43448	Voltage-gated potassium channel subunit beta-3 OS=Homo sapiens OX=9606 GN=KCNAB3 PE=1 SV=2	1	sp|O43448|KCAB3_HUMAN	O43448	O43448	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-1.21647278349927	0.760184260843852	21.7885488407408	-1.99558576815145	8.1429929367117	0.0804409839286642	-3.05135323154946	0.618407664550928	0.798129938330676	0.392285553390184
O43464	Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2	5	sp|O43464|HTRA2_HUMAN	O43464	O43464	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.13680656431046	0.075008728845243	20.9797128152658	1.06553541518483	9.1429929367117	0.313962184588644	-0.272965566114356	0.546578694735276	0.181574160663594	0.464065631739359
O43488	Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3	12	sp|O43488|ARK72_HUMAN	O43488	O43488	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.580926766406676	0.302499609449054	21.3294075950138	-2.15243250427411	9.1429929367117	0.0593340009230007	-1.442307622815	0.280454090001651	0.381686538447315	0.392285553390184
O43491	Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1	41	sp|O43491|E41L2_HUMAN	O43491	O43491	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.152493391233432	0.0990211939385391	20.3635072538488	1.09975492049027	9.1429929367117	0.299551106710821	-0.290052669278414	0.595039451745278	0.196096619379931	0.454575851703996
O43493	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=4	10	sp|O43493|TGON2_HUMAN	O43493	O43493	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-1.10526561410837	1.16829537470425	18.7595089384069	-1.159586768743	9.1429929367117	0.275602781908381	-4.14731862528843	1.9367873970717	1.34796434698119	0.439710535957485
O43502	DNA repair protein RAD51 homolog 3 OS=Homo sapiens OX=9606 GN=RAD51C PE=1 SV=1	4	sp|O43502|RA51C_HUMAN	O43502	O43502	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.0504326247029162	0.15439845680967	19.8237607006828	-0.299070909314188	9.1429929367117	0.771572577951964	-0.588629001976191	0.487763752570359	0.238480238698204	0.834367866445273
O43505	Beta-1,4-glucuronyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GAT1 PE=1 SV=1	2	sp|O43505|B4GA1_HUMAN	O43505	O43505	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0107062013089804	0.148232688571472	19.0258192952667	0.0649016869626248	9.1429929367117	0.949649215105161	-0.515774904537338	0.537187307155299	0.233289083862734	0.96410440387411
O43513	Mediator of RNA polymerase II transcription subunit 7 OS=Homo sapiens OX=9606 GN=MED7 PE=1 SV=1	3	sp|O43513|MED7_HUMAN	O43513	O43513	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.902305388323327	0.614014423079571	18.856783568862	-1.76887281543592	9.1429929367117	0.110179082084502	-2.5303275536495	0.725716777002841	0.721393028619019	0.392285553390184
O43516	WAS/WASL-interacting protein family member 1 OS=Homo sapiens OX=9606 GN=WIPF1 PE=1 SV=3	4	sp|O43516|WIPF1_HUMAN	O43516	O43516	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-1.13405631129892	0.561537696839821	20.7977460218638	-2.41935040941534	9.1429929367117	0.038250359773281	-2.63008256715409	0.361969944556256	0.662904310881244	0.392285553390184
O43542	DNA repair protein XRCC3 OS=Homo sapiens OX=9606 GN=XRCC3 PE=1 SV=1	3	sp|O43542|XRCC3_HUMAN	O43542	O43542	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.15973492505446	0.229038213581274	17.7591831351491	0.73510131255156	9.1429929367117	0.480707519292542	-0.533780387130812	0.853250237239732	0.307303624057701	0.597679644455544
O43567	E3 ubiquitin-protein ligase RNF13 OS=Homo sapiens OX=9606 GN=RNF13 PE=1 SV=1	1	sp|O43567|RNF13_HUMAN	O43567	O43567	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.134260265822407	0.246434368026249	18.3008873631037	-0.585147990098594	9.1429929367117	0.572604618662185	-0.866553725416743	0.598033193771929	0.32448661197977	0.673250815893337
O43570	Carbonic anhydrase 12 OS=Homo sapiens OX=9606 GN=CA12 PE=1 SV=1	6	sp|O43570|CAH12_HUMAN	O43570	O43570	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.0151015634710738	0.0875056055790457	22.3266826106262	-0.113135846250067	9.1429929367117	0.912368111301107	-0.441116722312629	0.410913595370482	0.188771610251849	0.939147441682601
O43572	A-kinase anchor protein 10, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP10 PE=1 SV=2	11	sp|O43572|AKA10_HUMAN	O43572	O43572	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.223746336419574	0.10460819920556	19.7833783324416	-1.58317343084197	9.1429929367117	0.147314656107365	-0.674802695916897	0.22731002307775	0.199867618626957	0.392285553390184
O43583	Density-regulated protein OS=Homo sapiens OX=9606 GN=DENR PE=1 SV=2	9	sp|O43583|DENR_HUMAN	O43583	O43583	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.164266241033434	0.22166479394611	21.5800516175727	0.774040967926978	9.1429929367117	0.458453315775498	-0.513044155564695	0.841576637631563	0.300123062648341	0.58027251659245
O43592	Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2	21	sp|O43592|XPOT_HUMAN	O43592	O43592	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.271116810637926	0.185238990079845	21.1746079482673	1.44279939206335	9.1429929367117	0.182446209970274	-0.328610555369408	0.87084417664526	0.265745239913892	0.394174939863152
O43598	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1	6	sp|O43598|DNPH1_HUMAN	O43598	O43598	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.502113819046338	0.201236822885766	22.148294876121	-2.53065192853146	9.1429929367117	0.0318281411783133	-1.13536080133002	0.131133163237347	0.280598119695722	0.392285553390184
O43615	Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2	16	sp|O43615|TIM44_HUMAN	O43615	O43615	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.264126738988268	0.148060994178913	20.8196839820213	1.60213650048331	9.1429929367117	0.143061452259666	-0.262031317719989	0.790284795696526	0.233145937533978	0.392285553390184
O43617	Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1	8	sp|O43617|TPPC3_HUMAN	O43617	O43617	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.347664699221434	0.278958769846834	21.2639861149868	-1.37577442992711	9.1429929367117	0.20165290932307	-1.15418765454962	0.45885825610675	0.357378449622272	0.399444610319019
O43633	Charged multivesicular body protein 2a OS=Homo sapiens OX=9606 GN=CHMP2A PE=1 SV=1	5	sp|O43633|CHM2A_HUMAN	O43633	O43633	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.312124101985199	0.218987463732909	22.6307017614651	1.48357085254413	9.1429929367117	0.171554595972797	-0.359339357728925	0.983587561699322	0.297532225989767	0.393417907272667
O43657	Tetraspanin-6 OS=Homo sapiens OX=9606 GN=TSPAN6 PE=1 SV=1	1	sp|O43657|TSN6_HUMAN	O43657	O43657	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.467087212785504	0.427726368103129	18.2478929073707	1.32493176852926	7.1429929367117	0.226004853039947	-0.549752375317766	1.48392680088877	0.431767644145673	0.410115761371779
O43660	Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1	18	sp|O43660|PLRG1_HUMAN	O43660	O43660	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0929199516867114	0.163417791086723	20.4949590157944	0.533656921897393	9.1429929367117	0.606307462462989	-0.462792590379686	0.648632493753108	0.246241827845468	0.702309958814271
O43663	Protein regulator of cytokinesis 1 OS=Homo sapiens OX=9606 GN=PRC1 PE=1 SV=2	15	sp|O43663|PRC1_HUMAN	O43663	O43663	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.00637656437707576	0.115189955335292	19.8057153233841	0.0434879606273943	9.1429929367117	0.966247530273522	-0.461596737434598	0.47434986618875	0.207363686254929	0.976583263772213
O43665	Regulator of G-protein signaling 10 OS=Homo sapiens OX=9606 GN=RGS10 PE=1 SV=3	9	sp|O43665|RGS10_HUMAN	O43665	O43665	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.666106941673268	0.403871922277774	20.2785279961034	-1.92422142559957	9.1429929367117	0.0859623614445585	-1.77092886556527	0.43871498221873	0.48955772884177	0.392285553390184
O43670	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1	6	sp|O43670|ZN207_HUMAN	O43670	O43670	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.490931954071712	0.314466496828499	21.5945125257281	-1.76135098281075	9.1429929367117	0.11149899034925	-1.38049916125787	0.398635253114445	0.394176194538246	0.392285553390184
O43674	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1	5	sp|O43674|NDUB5_HUMAN	O43674	O43674	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.181570205316847	0.268750866178464	20.3263946848677	-0.740082321954794	9.1429929367117	0.477822833730081	-0.964581315569868	0.601440904936174	0.346960114117733	0.595571406717798
O43676	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFB3 PE=1 SV=3	4	sp|O43676|NDUB3_HUMAN	O43676	O43676	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.137970218524258	0.0745736999150906	22.0717508649113	1.07599326848276	9.1429929367117	0.309502258096244	-0.271270810500214	0.54721124754873	0.181338824280676	0.460530153505851
O43677	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFC1 PE=1 SV=1	2	sp|O43677|NDUC1_HUMAN	O43677	O43677	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.871210597203863	0.428473084900635	21.5112259684878	-2.3864664723388	9.1429929367117	0.0403832171991535	-2.03633200591401	0.293910811506288	0.516277038261257	0.392285553390184
O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3	4	sp|O43678|NDUA2_HUMAN	O43678	O43678	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.256747614555695	0.313747652366972	22.740061661093	-0.922913390927361	9.1429929367117	0.379763345914914	-1.14461650670473	0.631121277593335	0.393423654029722	0.514852539310315
